temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear,Injeçao na rede (kWh)
14.03,12.45,13.44,14.45,37,0.0,87,0.518,0.0,0.36,15.8,11.8,0.344,242.0,56.0,186.0,113.3,687.4,209.1,48.4,160.7,113.3,593.8,0,0,0,0,0,1,0,0,Low
16.50189990385079,16.644434935080803,15.456194714011556,17.184786160428704,93,0.0,94,0.1999153772192917,0.0,0.14091555982885368,13.555632388235788,15.62252955294315,0.3649579625239888,69.42256607485555,1.5352138395712955,67.88735223528425,6.524658818178006,315.947952909068,93.6204550705769,2.072538683421249,91.54791638715564,6.524658818178006,427.3401821251193,0,0,0,0,0,1,0,0,Low
11.85,11.55,11.21,12.72,94,0.35,99,0.111,0.0,0.163,35.6,11.1,0.413,148.0,44.0,104.0,128.3,483.6,165.4,49.2,116.2,128.3,540.4,0,0,0,1,0,0,0,0,Low
18.946598105073463,19.28917349815445,18.24212491595861,19.749116718173266,91,0.8364668726930634,99,0.7822610737917046,0.0,0.2649322402952879,38.484782286893,18.67293374538613,0.3170074452399214,211.54132509227748,57.0,154.54132509227748,97.53589907288121,800.4079115700948,194.8943220018815,52.41954576015053,142.49112955446168,97.53589907288121,735.5633187758557,0,0,0,0,0,0,0,0,Low
9.456772004518008,7.893467721502873,9.183903963441844,10.167469942903763,71,0.0,0,0.15528789044976118,0.0,0.18056706580406312,18.196837428629703,3.636968276853095,0.29579607455329826,1.0,0.0,1.0,0.0,7.421701026904086,5.1394766071064355,0.0,5.1394766071064355,0.0,35.143402053808174,0,0,0,0,0,0,0,1,Low
18.75,18.22,14.72,19.04,59,0.0,24,0.116,0.0,0.198,46.4,18.0,0.282,274.0,154.0,120.0,420.8,493.0,205.2,115.3,89.9,420.8,369.2,0,1,0,0,0,0,0,0,Low
24.05,24.0,16.72,24.59,57,0.0,33,0.013,0.0,0.476,40.3,20.8,0.279,462.0,370.0,92.0,742.7,676.6,383.6,307.2,76.4,742.7,561.8,0,0,0,0,0,0,1,0,Low
21.8,21.99,20.72,22.32,75,0.12,62,0.163,0.0,0.294,47.2,23.6,0.127,257.0,126.0,131.0,274.6,617.4,209.1,102.5,106.6,274.6,502.4,0,0,0,1,0,0,0,0,Low
12.93,12.5,10.72,12.93,85,0.0,98,0.101,0.0,0.196,12.6,10.9,0.397,36.0,12.0,24.0,111.0,93.2,78.0,26.0,52.0,182.1,201.9,0,0,0,0,0,1,0,0,Low
16.85732878966081,16.867740861541755,16.7899187526907,18.326298609958435,87,0.014422515833226957,93,0.1420831400648877,0.0,0.17668064429226424,24.752611733690827,17.78145676535728,0.2929065581380885,271.93891490655545,12.154526955356003,259.78438795119945,13.095734143450937,1229.2812248432226,264.80374365893516,11.872040010296349,252.93170364863883,13.095734143450937,1197.3135374738704,0,0,0,0,0,0,0,0,Low
38.34,38.13,35.72,38.48,24,0.0,99,0.045,0.0,0.28,17.6,34.6,0.107,365.0,252.0,113.0,555.2,600.7,294.5,203.3,91.2,555.2,484.7,0,0,0,0,0,1,0,0,Low
27.6,28.42,26.72,28.99,55,0.0,89,0.0,0.078,0.157,24.8,22.7,0.122,159.0,108.0,51.0,491.4,290.8,224.6,152.5,72.0,491.4,410.8,0,0,0,0,0,1,0,0,Low
12.139839038577856,11.608442409958144,10.655014509278878,13.142615485976215,84,0.0,95,0.139210818427639,0.0,0.3058757195813958,20.340528712665254,11.562812602944593,0.38671201576911585,254.25192280542086,134.34447105203282,119.90745175338803,317.210288773766,595.5145419513137,255.3929811719591,134.99709160973725,120.39588956222181,317.210288773766,597.1846635678768,0,0,0,0,0,0,0,0,Low
20.08,19.81,18.72,20.66,64,0.71,40,0.273,0.0,0.461,56.2,20.8,0.165,401.0,66.0,335.0,79.8,1107.1,376.9,62.0,314.9,79.8,1040.6,0,0,0,1,0,0,0,0,Low
19.335048659717486,19.404056229006873,17.684994593364724,20.398712803287694,79,0.0,91,0.45244943752225275,0.0,0.2916957828244845,12.520713675856474,16.659978373458895,0.2628374784203785,69.96727941866465,0.0,69.96727941866465,0.0,841.9058152642962,70.70086506164421,0.0,70.70086506164421,0.0,845.7049221256842,0,0,0,0,0,0,0,0,Low
16.37,15.84,15.66,17.23,68,0.0,85,0.186,0.0,0.194,16.6,12.4,0.219,83.0,42.0,41.0,287.2,175.0,142.2,72.0,70.3,330.0,300.0,0,0,0,0,0,1,0,0,Low
19.54,19.09,18.34,20.34,59,0.0,45,0.333,0.0,0.347,21.2,15.3,0.395,712.0,609.0,103.0,862.1,977.5,687.6,588.1,99.5,862.1,944.0,0,0,0,0,0,0,1,0,Low
17.93,17.84,16.72,17.93,79,0.0,100,0.035,0.0,0.227,6.8,14.8,0.214,49.0,0.0,49.0,0.0,606.4,55.9,0.0,55.9,0.0,691.5,0,0,0,0,0,1,0,0,Low
17.36,17.34,16.68,18.43,84,0.13,75,0.375,0.0,0.261,41.0,15.0,0.424,242.0,145.0,97.0,358.7,571.7,227.1,136.1,91.0,358.7,536.4,0,0,0,1,0,0,0,0,Low
10.69,9.83,9.54,10.72,77,0.0,23,0.35,0.0,0.144,16.2,7.3,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0,1,0,0,0,0,0,0,Low
23.953064557501506,24.037107342349127,17.2957721521283,25.40265594983464,60,0.0,4,0.5817862025052455,0.0,1.1533828860609512,13.792969620888297,20.638432912165275,0.28296863289463414,821.4337215091925,717.625645559902,103.80807594929057,889.5228455635291,1092.664078472067,848.6984734095872,741.3802784726718,107.29900253184452,889.5228455635291,1129.2480708795563,0,0,0,0,0,0,0,1,Low
17.33,17.57,15.66,17.37,94,0.0,74,0.147,0.0,0.235,12.2,17.8,0.19,175.0,61.0,114.0,201.6,416.2,220.8,77.0,143.8,201.6,525.1,1,0,0,0,0,0,0,0,Low
11.83,11.52,10.66,12.72,94,0.34,95,0.087,0.0,0.192,32.4,10.5,0.407,107.0,42.0,65.0,177.8,333.0,134.1,52.6,81.4,177.8,417.3,0,0,0,1,0,0,0,0,Low
31.32,32.95,23.72,31.82,49,0.0,0,0.056,0.0,0.246,36.0,32.0,0.1,358.0,282.0,76.0,663.3,564.1,282.7,222.7,60.0,663.3,445.4,0,0,0,0,0,0,0,1,Low
21.08,20.99,18.47,22.72,67,0.0,42,0.068,0.0,0.196,34.2,22.2,0.128,679.0,560.0,119.0,786.8,953.5,738.7,609.3,129.5,786.8,1037.4,0,0,0,0,0,0,1,0,Low
19.483034977933222,19.448732530246414,17.386123434446734,20.911011551171693,75,0.027348251103339022,55,0.20877954597853704,0.0,0.17813951046263912,11.075080380079516,19.498615396438783,0.13148776156597813,232.1139510462639,125.43024476868044,106.68370627758347,336.36176588608896,495.7158704356281,287.49978673451506,155.35793359572335,132.15324824341815,336.36176588608896,613.6372760413196,0,0,0,0,0,0,0,0,Low
18.80603466644433,19.038782793978626,17.514468649113926,19.505311361995,87,0.334503744931403,100,0.07148478492473283,0.0,0.2123511234794209,36.00114701438642,16.46603466644433,0.42336259362328504,162.82443826028955,5.187031883574625,157.63740637671492,9.381694839748356,751.6115642837262,170.21640915958463,5.387031883574625,164.82937727601,9.381694839748356,785.2221913014478,0,0,0,1,0,0,0,0,Low
11.33582288407864,10.411945920243989,9.764568980939453,11.59486913302616,74,0.0,55,0.06432310484966842,0.08582922722179888,0.19573538884211197,21.55246121390926,8.660999852819314,0.35013384230450517,3.2607693439851424,1.086923114661714,2.173846229323428,17.025615916730167,27.89546175357177,8.843231048496683,2.9173077866542854,5.925923261842399,33.75123183346034,75.75615426127885,0,0,0,0,0,0,0,0,Low
19.77440819609698,19.92884008340524,18.745003041563425,20.926198815623163,81,0.0,94,0.1488934848250351,0.0,0.4147840563458701,42.79066111856568,18.551992956766227,0.4120255802789454,408.09101969321546,270.1790619526181,137.9119577405974,484.9525884435288,771.0536033362097,421.94354730547576,279.26853209765864,142.67501520781713,484.9525884435288,797.191615179978,0,0,0,0,0,1,0,0,Low
15.23,15.24,14.79,16.72,93,0.24,88,0.036,0.0,0.187,24.1,15.6,0.353,233.0,121.0,112.0,286.3,559.6,280.5,145.7,134.9,286.3,673.8,0,0,0,1,0,0,0,0,Low
20.472695097584786,20.12814339440988,18.574595374746824,20.913068013693085,64,0.07238825808336716,73,0.13740663805706999,0.0,0.1583246496795872,34.03841567578874,19.592541677834078,0.35523142065251323,263.38058709583163,162.8955303233347,100.48505677249696,430.7887859335799,518.6690692295484,208.77386928924807,129.08395929070903,79.68990999853904,430.7887859335799,410.9951733571291,0,0,0,0,0,0,0,0,Low
16.82,16.52,16.12,16.82,75,0.0,32,0.587,0.0,0.721,21.2,10.9,0.384,413.0,343.0,70.0,806.3,600.3,408.3,339.1,69.2,806.3,593.4,0,0,0,0,0,0,1,0,Low
25.46,26.15,17.72,26.34,80,0.0,78,0.032,0.0,0.169,17.6,27.1,0.096,635.0,520.0,115.0,764.9,903.0,696.6,570.4,126.2,764.9,990.5,1,0,0,0,0,0,0,0,Low
16.23,16.34,15.01,16.72,93,0.0,93,0.179,0.0,0.153,13.3,14.6,0.404,75.0,2.0,73.0,8.5,327.8,99.5,2.7,96.8,8.5,434.8,0,0,0,0,0,1,0,0,Low
12.661175361526912,12.200513046838301,12.463166973624011,13.395536368802928,85,0.0,98,0.15324253751707176,0.0,0.2718460823101611,25.444076512052707,10.9043843110489,0.2875466421100791,312.56389927239826,200.28638062756076,112.27751864483749,464.6431903137804,604.659188562995,326.69682828557774,209.26296639381317,117.43386189176456,464.6431903137804,631.7184701227807,0,0,0,0,0,0,0,0,Low
17.88,17.5,16.72,18.43,68,0.0,31,0.129,0.0,0.255,37.1,18.5,0.33,284.0,133.0,151.0,319.3,555.8,223.2,104.5,118.7,319.3,436.8,0,0,0,0,0,0,1,0,Low
11.94,11.38,11.68,13.99,84,0.95,100,0.443,0.0,0.203,44.3,12.6,0.415,286.0,50.0,236.0,80.1,866.0,264.3,46.2,218.1,80.1,800.3,0,0,0,1,0,0,0,0,Low
17.37,17.28,17.01,17.37,81,0.66,100,0.135,0.0,0.207,23.8,15.8,0.272,41.0,0.0,41.0,0.0,534.5,50.0,0.0,50.0,0.0,652.4,0,0,0,1,0,0,0,0,Low
22.43926656219031,22.73197444700012,17.014067729207518,23.181363513942472,76,0.0,84,0.2841655739388961,0.0,0.267173836728815,20.456563142276558,23.258415084524632,0.1823535754504292,637.2983841374639,521.3133623642651,115.98502177319881,776.0635800962532,902.7044934680404,694.3016158625361,567.9374455670029,126.36417029553314,776.0635800962532,983.4406772920752,0,0,0,0,0,0,0,0,Low
10.08,8.97,7.23,10.15,70,0.0,100,0.106,0.0,0.249,8.6,6.2,0.27,67.0,17.0,50.0,121.9,170.7,112.7,28.6,84.1,140.2,287.1,0,0,0,0,0,1,0,0,Low
20.375546038702005,20.198490230911617,16.415066061303072,20.64110549387477,66,0.0,32,0.30472013468672887,0.0,0.6005146916345794,30.59293628481442,15.76859001150067,0.3323634392719626,437.0970616730841,356.2779727586382,80.81908891444593,775.0229975018744,637.8225674623739,396.15311380969024,323.4123210740534,72.74079273563686,775.0229975018744,577.8598541047049,0,0,0,0,0,0,1,0,Low
21.71,21.92,19.23,23.04,76,0.13,44,0.034,0.0,0.335,34.6,18.4,0.43,226.0,31.0,195.0,52.3,816.9,213.3,29.3,184.0,52.3,771.0,0,0,0,1,0,0,0,0,Low
8.532000949009573,8.515683587903943,6.427310300822688,8.899740462889143,86,0.0,73,0.01578642592431797,0.0,0.2471591828719966,12.012923842185122,7.146856249950665,0.2940708564791061,116.55239583415559,9.108782407370864,107.44361342678472,32.83178634248113,388.7589819443238,141.7783439823622,11.084930092530467,130.5988530102003,32.83178634248113,473.40074791589376,0,0,0,0,0,0,0,0,Low
12.4,12.05,12.23,12.89,90,0.24,100,0.047,0.0,0.405,16.2,11.3,0.348,157.0,9.0,148.0,16.9,740.7,171.9,9.9,162.1,16.9,811.2,0,0,0,1,0,0,0,0,Low
6.23,5.37,5.72,6.45,85,0.0,63,0.066,0.0,0.392,11.2,3.8,0.274,88.0,48.0,40.0,345.3,178.8,139.8,76.3,63.6,377.2,284.2,1,0,0,0,0,0,0,0,Low
18.43,18.23,15.9,19.71,73,0.0,29,0.042,0.0,0.147,38.2,18.8,0.27,208.0,127.0,81.0,390.1,443.9,151.9,92.8,59.2,390.1,324.3,0,0,0,0,0,0,1,0,Low
21.18,21.26,18.68,21.26,73,0.0,100,0.521,0.0,0.36,22.7,18.4,0.366,264.0,34.0,230.0,37.0,1220.4,269.9,34.8,235.1,37.0,1247.6,0,0,0,0,0,1,0,0,Low
19.050194866228555,19.34047684703247,17.754121199361503,19.103622193163194,89,0.07887207678434707,96,0.05221908910217874,0.0,0.2051626929413961,37.56464160368165,17.498914873028024,0.31232974161156013,151.19089102178742,21.52277244553145,129.66811857625598,43.101727070627156,687.8507641551444,168.72299403718986,24.22168731855948,144.50130671863036,43.101727070627156,767.8180039752067,0,0,0,0,0,0,0,0,Low
16.26,15.66,11.72,16.26,66,0.0,100,0.752,0.0,0.124,7.6,11.0,0.215,81.0,45.0,36.0,311.9,170.0,140.5,78.0,62.4,364.3,294.8,0,0,0,0,0,1,0,0,Low
16.46332070845549,16.290112393485312,15.341125165268378,17.249794944531516,81,0.5313358583089017,94,0.07430467717072631,0.0,0.24563646613767345,29.810675591327133,15.027812913170948,0.3663101559056909,382.1817669311633,103.58280630243578,278.59896062872747,133.6913467754975,1038.3399911856864,406.1293719700797,109.86087905842486,296.2684929116549,133.6913467754975,1103.4528582709993,0,0,0,0,0,0,0,0,Low
13.498860930975786,13.115226258379327,12.329607007846006,14.502745535958248,84,0.04404998647720073,90,0.2143395901073829,0.0,0.29736346725964585,27.909151786527495,12.289268804280946,0.4140826907473693,251.2561553024553,138.38846049824622,112.8676948042091,329.939803167371,593.0552725906648,244.09165651950724,134.24876893950895,109.8428875799983,329.939803167371,576.1353524055403,0,0,0,0,0,0,0,0,Low
18.48,18.81,17.89,19.23,93,0.0,97,0.188,0.0,0.281,21.2,17.8,0.393,317.0,113.0,204.0,188.6,819.8,339.2,120.9,218.3,188.6,877.2,0,0,0,0,0,1,0,0,Low
18.4,18.52,17.32,19.23,85,0.25,93,0.037,0.0,0.228,38.5,16.7,0.355,106.0,6.0,100.0,10.5,764.4,120.4,6.8,113.6,10.5,868.5,0,0,0,1,0,0,0,0,Low
15.12,14.49,13.9,15.72,69,0.65,85,0.088,0.0,0.165,33.5,12.0,0.368,135.0,3.0,132.0,4.7,877.2,145.4,3.2,142.2,4.7,944.9,0,0,0,1,0,0,0,0,Low
13.615096059677123,13.126527897440038,11.35922231795203,13.732674971098941,80,0.0,0,0.3253621908160748,0.0,0.10323787748247232,13.413472102559961,10.630946937061807,0.30016628559432657,57.61893874123616,33.86104759905442,23.75789114218173,268.6191332353667,122.00650740787592,116.1086230955489,68.25073195336715,47.857891142181735,384.0524245035055,245.8374543449377,0,0,0,0,0,0,0,1,Low
31.56,33.14,26.72,31.82,48,0.0,0,0.081,0.0,0.296,26.6,29.0,0.155,370.0,282.0,88.0,615.3,606.4,299.5,228.3,71.2,615.3,490.9,0,0,0,0,0,0,0,1,Low
15.39,15.31,14.72,17.23,89,0.0,0,0.356,0.0,0.214,11.2,14.2,0.32,103.0,66.0,37.0,417.9,205.0,166.0,106.4,59.6,441.4,330.4,0,0,0,0,0,0,0,1,Low
11.77,11.09,9.55,11.82,80,0.0,88,0.636,0.0,0.143,22.7,8.4,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0,0,0,0,0,1,0,0,Low
13.5,12.84,13.34,14.0,74,0.0,81,0.208,0.0,0.172,33.8,13.2,0.392,211.0,112.0,99.0,328.8,461.1,153.5,81.5,72.0,328.8,335.4,1,0,0,0,0,0,0,0,Low
21.54,21.37,16.72,22.57,62,0.0,55,0.936,0.0,0.184,21.6,19.9,0.215,187.0,131.0,56.0,551.4,327.0,118.0,82.7,35.3,551.4,206.4,1,0,0,0,0,0,0,0,Low
13.614654529068858,13.362498458604101,12.946805244711053,14.690194885390689,89,0.0,100,0.0916874046643334,0.0,0.1888819167249715,11.671270243211785,11.557933339996744,0.41486663096784954,109.81022620356504,0.9435952357154487,108.86663096784959,2.1702690421455317,632.1383750374816,111.87021549391991,0.9435952357154487,110.92662025820447,2.1702690421455317,643.6172881592545,0,0,0,0,0,1,0,0,Low
17.86,17.89,17.72,20.34,84,0.13,93,0.115,0.0,0.357,24.5,18.4,0.189,100.0,5.0,95.0,8.3,830.2,94.5,4.7,89.8,8.3,784.5,0,0,0,1,0,0,0,0,Low
11.25,10.86,10.72,12.33,93,0.0,100,0.096,0.0,0.183,21.2,10.7,0.27,246.0,113.0,133.0,277.9,572.4,276.0,126.8,149.2,277.9,642.2,0,0,0,0,0,1,0,0,Low
18.454849557823877,18.06683266537253,15.838141830351883,20.153415454943982,65,0.0,88,0.06643885263809697,0.0,0.2045717051439946,26.161182471594255,18.09683266537253,0.2842679921166697,203.39873306614902,83.80591235797128,119.59282070817774,257.3086573813151,446.7616223377235,152.6297553906526,63.22933307936894,89.4803800801553,257.3086573813151,336.44159766144077,0,0,0,0,0,0,0,0,Low
24.874218886722673,24.4365626499539,24.282656377901855,26.304374911791825,39,0.0,30,0.24745312191271382,0.0,0.1806510547508795,11.888540284738568,21.784895936242872,0.23352603710924422,208.15104063757127,153.4583321572243,54.69270848034696,602.5770805694771,349.7817697895366,136.37447826988353,100.56666572577944,35.80781254410409,602.5770805694771,229.1817697895366,0,0,0,0,0,0,0,0,Low
12.96,12.61,12.93,13.72,88,0.33,58,0.049,0.0,0.198,31.3,12.2,0.427,116.0,22.0,94.0,66.8,465.3,98.9,18.8,80.1,66.8,396.6,0,0,0,1,0,0,0,0,Low
25.2,24.9,16.72,27.01,43,0.0,6,0.109,0.0,0.208,21.6,24.8,0.149,340.0,265.0,75.0,685.1,519.1,260.1,202.8,57.4,685.1,397.1,0,0,0,0,0,0,0,1,Low
11.58,10.83,11.12,12.01,78,0.0,0,0.287,0.0,0.2,20.5,6.3,0.285,1.0,0.0,1.0,0.0,12.1,3.7,0.0,3.7,0.0,44.5,0,0,0,0,0,0,0,1,Low
17.34,17.56,16.45,17.37,93,0.36,100,0.053,0.0,0.22,35.3,15.0,0.424,159.0,2.0,157.0,3.9,711.2,171.3,2.2,169.1,3.9,766.1,0,0,0,1,0,0,0,0,Low
6.71,4.98,4.79,7.23,86,0.0,12,0.215,0.0,0.096,10.8,5.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,Low
19.074981536053645,19.302228483046427,14.643447672125257,19.913705663922396,86,0.0,58,0.039403459344370305,0.0,0.14899886633895165,14.982648273268886,20.472469469927844,0.11299659901685495,302.4678197814568,183.59540699458134,118.87241278687543,457.0547209618298,532.2078256175793,367.1556845737209,222.83407993988564,144.32160463383528,457.0547209618298,645.9684999780858,0,0,0,0,0,0,0,0,Low
21.93,22.08,20.72,24.54,73,0.0,0,0.0,0.075,0.106,10.1,23.9,0.097,114.0,71.0,43.0,408.6,230.7,175.0,109.0,66.0,408.6,354.1,0,0,0,0,0,0,0,1,Low
14.6,13.66,13.43,15.72,59,0.0,22,0.025,0.0,0.273,25.2,10.6,0.346,299.0,236.0,63.0,715.1,466.2,255.5,201.6,53.8,715.1,398.3,0,1,0,0,0,0,0,0,Low
20.613675050060195,20.67621128508408,18.061283755131846,20.79970505170091,74,0.08482400131256973,99,0.46835922271484653,0.0,0.3517670822255447,23.822670605607538,18.23783646807891,0.3635051764319832,263.3762941079958,31.505176431983244,231.87111767601257,34.46775407846299,1207.589080978234,270.1744305924818,32.292702314143156,237.88172827833867,34.46775407846299,1238.4689457410586,0,0,0,0,0,0,0,0,Low
6.208512503752625,3.79658537404434,2.0264769590058345,6.703523040994165,84,0.0,6,0.30294429355705954,0.0,0.08567449539789969,16.889400786604433,3.982655832625437,0.3795856671127188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12237273647608404,0,0,0,0,0,0,0,1,Low
18.55,18.92,17.79,22.01,94,0.11,100,0.005,0.0,0.291,31.7,18.4,0.357,406.0,85.0,321.0,92.4,1220.8,415.1,86.9,328.2,92.4,1248.2,0,0,0,1,0,0,0,0,Low
10.25,9.55,7.01,11.22,85,0.0,23,0.258,0.0,0.086,17.3,6.9,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,Low
18.389457243053698,18.18307317780857,16.50372179763729,20.481246173136405,73,0.012378122504428692,76,0.0888762187749557,0.0,0.3268499395463685,25.063840652451283,19.304239021323074,0.30837473308978075,314.22467263614925,196.14328162433569,118.08139101181355,432.7221283221501,600.9432398199059,253.94031476001217,158.4361175431189,95.41038627814548,432.7221283221501,485.50708047235713,0,0,0,0,0,0,0,0,Low
20.231935792943172,20.255177484283706,19.598875228719358,21.015839731862616,74,0.6205247845897122,94,0.059111183006740224,0.0,0.1349775208755753,41.60499717222639,20.50474649855567,0.30549907016197736,493.04746498555664,272.2629578495773,220.78450713597937,385.50924232344056,952.9066790312612,457.31504807215134,252.50718037860264,204.80786769354864,385.50924232344056,883.7717635317426,0,0,0,0,0,0,0,0,Low
16.30545521269895,16.45575287543519,15.356943526380151,17.365947442328423,94,0.4182140235825559,98,0.1085449400302557,0.0,0.17532684777022559,19.221751102039093,14.969319015873685,0.4153760707331729,60.891244489804535,0.0,60.891244489804535,0.0,489.19776371124806,73.02793685261958,0.0,73.02793685261958,0.0,582.1157397233503,0,0,0,0,0,0,0,0,Low
19.723996854801978,19.31700910657387,18.355532202028737,20.62435877560306,59,0.0,44,0.3013382035568021,0.0,0.32895874995123436,22.753220202873862,16.124401492294588,0.3630992466025138,708.0572102542433,603.145554619937,104.91165563430629,853.1032706710461,974.6325165485406,693.7053501820658,590.6329437154559,103.0843543143243,853.1032706710461,955.159289765263,0,0,0,0,0,0,1,0,Low
13.41,12.53,9.72,13.48,66,0.0,100,0.073,0.0,0.374,18.4,9.2,0.337,313.0,199.0,114.0,534.5,520.2,372.0,236.5,135.5,534.5,618.2,0,0,0,0,0,1,0,0,Low
18.653038305680415,18.945449237607832,17.402054659637084,19.84344385951303,90,0.02965942264951066,99,0.18745731534604643,0.0,0.25583351992556913,44.26146087248652,18.16421688117013,0.30297512896056306,249.6605422029253,65.14810668320686,184.51243551971845,96.65675556933905,921.0531258851513,239.5218911200704,62.60302491342351,176.91886620664687,96.65675556933905,884.6306299943166,0,0,0,0,0,0,0,0,Low
23.27,23.87,17.72,24.0,85,0.0,96,0.14,0.0,0.172,17.3,21.4,0.205,423.0,221.0,202.0,303.9,962.1,459.7,240.2,219.5,303.9,1045.6,0,0,0,0,0,1,0,0,Low
9.34,7.8,6.21,9.59,81,0.0,37,0.154,0.0,0.349,11.2,5.9,0.346,16.0,5.0,11.0,55.3,66.0,36.7,11.5,25.2,106.1,151.1,0,0,0,0,0,0,1,0,Low
20.11,20.16,18.72,20.15,76,1.0,100,0.074,0.0,0.332,14.0,17.3,0.245,197.0,14.0,183.0,23.5,821.9,186.0,13.2,172.8,23.5,776.1,0,0,0,1,0,0,0,0,Low
19.44819922060903,19.56399663598205,18.928757169337718,20.788096246286564,81,0.038132184610230484,69,0.1981843856507326,0.0,0.2611024902576129,25.509458871361065,19.62801723084654,0.3273747610220761,323.3450666694585,41.64463589829492,281.70043077116355,56.48848164218961,977.6579741537302,350.46556472098104,45.10442994964999,305.3611347713311,56.48848164218961,1059.6626436922047,0,0,0,0,0,0,0,0,Low
12.436474966847975,11.886721438043438,12.37,13.518356858696917,82,0.0,84,0.30804775010917196,0.0,0.3301142478262556,35.261386179377546,11.031142478262556,0.3281964048914097,323.6228495652511,206.97535288045376,116.64749668479736,475.95481361416523,612.0819254456661,324.60164314130304,207.63771504347488,116.96392809782819,475.95481361416523,614.2362263151639,0,0,0,0,0,0,0,0,Low
14.267042180421006,13.85796843915413,9.5687709788854,14.333400638770229,80,0.0,0,0.2399381404990724,0.005941396852197793,0.3207128434549237,10.878398188099043,10.580253973126872,0.29733322441461396,124.38271201535608,62.92593197696589,61.456780038390185,342.90436284068073,255.50986484453261,176.56975419577708,89.45988935124447,87.10214874472457,342.90436284068073,362.6524662111332,0,0,0,0,0,0,0,1,Low
22.01,22.02,20.57,22.37,67,0.39,52,0.047,0.0,0.257,37.1,21.9,0.296,341.0,233.0,108.0,518.9,604.6,275.9,188.5,87.4,518.9,489.2,0,0,0,1,0,0,0,0,Low
24.07725646171046,23.525805169368365,23.085549014533264,24.698657287870322,37,0.0,45,0.11245595656791503,0.0,0.1792487383454444,14.047652543320273,20.735234745667974,0.21408808686416994,202.5285211850196,147.61660804918952,54.91191313583007,601.1643370709894,337.55389968138627,130.2051995751817,94.89483866405816,35.31036091112353,601.1643370709894,216.95389968138625,0,0,0,0,0,0,0,0,Low
18.28532407613725,18.60412752123255,17.564432702052116,18.978168915082605,93,0.2757999736467678,94,0.03983638001461223,0.0,0.2340756909955523,34.387792767217384,18.68205167642949,0.36868862327954177,282.3577580527321,31.8949993411692,250.46275871156286,42.25763721086426,995.8455662006997,302.36715516105465,33.85922353589599,268.5079316251587,42.25763721086426,1066.0814474670904,0,0,0,0,0,0,0,0,Low
11.52,10.95,10.1,12.49,85,0.0,99,0.132,0.0,0.316,21.2,10.9,0.409,256.0,135.0,121.0,315.2,604.0,252.8,133.3,119.5,315.2,596.5,0,0,0,0,0,1,0,0,Low
12.56,11.91,9.45,12.93,78,0.0,100,0.326,0.0,0.17,10.4,9.4,0.402,32.0,10.0,22.0,92.0,91.5,70.0,21.9,48.2,151.9,200.3,0,0,0,0,0,1,0,0,Low
20.13042515033092,19.575368171953315,15.241306127682718,20.556575681225787,52,0.0,0,0.12185511833175752,0.0,0.19170880005129065,32.09091262626448,18.576845720880225,0.2651363592171694,264.4616489701711,182.98295509785382,81.47869387231728,562.6921861328118,442.3377861071665,190.87869387231729,132.0923297940342,58.83679020083671,562.6921861328118,319.3659101957076,0,0,0,0,0,0,0,1,Low
14.64,14.67,13.68,15.72,96,0.51,56,0.128,0.0,0.172,31.7,13.7,0.425,105.0,55.0,50.0,331.3,232.3,152.7,80.0,72.7,331.3,337.8,0,0,0,1,0,0,0,0,Low
12.938005045823258,12.716974337777815,12.385597454034315,13.508378588191848,92,0.2824115013133053,99,0.04238040231542514,0.0,0.23596733719237523,32.21022888996721,11.317347880146402,0.3566526514446358,125.1030708045444,14.86192067321387,110.24115013133053,27.1273031034083,772.5525909738498,130.3615297207777,15.548112740535258,114.81341698024245,27.1273031034083,802.8790339818986,0,0,0,1,0,0,0,0,Low
11.971916306458414,11.175321597861252,11.20865640682893,12.748370050185258,74,0.0,95,0.10782995677500977,0.0,0.24355330451667317,40.672290505136004,10.035462562731572,0.38233303820646447,323.2198236199054,210.29074874536855,112.92907487453685,502.72043990619636,589.2114099967165,336.6134359317107,219.01273110735912,117.6007048243516,502.72043990619636,613.633392358707,0,0,0,0,0,1,0,0,Low
